0,1
Por que é mais difícil para as mulheres lutar contra alcoolismo e dependência às drogas,1.0
Cientista modifica forma de bactérias para combatê-las,1.0
Qual o melhor tipo de cirurgia para miopia?,1.0
Psicólogo cria 'kit de reparo' para descontentamento no casamento,1.0
"Programa tenta reduzir drogas entre jovens, mas consumo de álcool cresce",1.0
"Um em cada cinco paulistanos tem pressão alta, aponta pesquisa",1.0
"Zika virou ameaça por uma única mutação em 2013, dizem cientistas",1.0
'Para de chorar porque o seu marido vai cansar': o estigma da depressão pós-parto que afeta 1 em 4 mães no Brasil,1.0
Projetos usam dança como terapia para pessoas com depressão e idosos,1.0
Farmacêuticas desenvolvem novas terapias contra a hemofilia,1.0
Minha neta tem febre periódica. O que é isso e o que posso fazer?,1.0
Cientistas criam novos anticorpos capazes de atacar até 99% dos tipos de HIV,1.0
Como grandes empresas deixaram o Brasil viciado em junk food,1.0
Superbactérias podem se tornar a principal causa de morte no mundo,1.0
"Para paliativistas, é crucial haver honestidade com paciente grave",1.0
Pesquisa mapeia o comportamento sexual de gays e bissexuais no Brasil,1.0
Vírus primos da dengue podem estar na ativa,1.0
"Pais arrecadam R$ 3,6 milhões para tratar criança com doença rara",1.0
"Doença de Lady Gaga, fibromialgia causa dor, mas vida normal é possível",1.0
"Duas vezes mais mulheres do que homens perdem interesse em sexo após o casamento, indica estudo",1.0
"Brasileiro tomaria menos 'refri' se preço fosse salgado, aponta pesquisa",1.0
Tenho muita coceira no olho. O que pode ser? Posso coçar?,1.0
'Por que deixei de ser vegano para tentar melhorar minha saúde',1.0
Farmacêutica Sanofi desiste de desenvolver vacina contra a zika,1.0
"Falar em cura para Aids é criar uma cortina de fumaça, diz antropólogo",1.0
Doença de Kate Middleton é mais comum na primeira gravidez,1.0
"Temos que ensinar machões a serem afetuosos com os filhos, diz 'papai pop'",1.0
A nova câmera que consegue enxergar de fora o interior do corpo humano,1.0
Tenho bócio e gostaria de operar. O que faço?,1.0
Anvisa suspende lotes de paracetamol e de dois antibióticos,1.0
Pela primeira vez terapia gênica é aprovada nos EUA; leucemia é o alvo,1.0
Rio solta milhões de Aedes com bactéria para combater dengue e zika,1.0
Idosos superam artrite e até depressão com esporte: 'Prefiro morrer na quadra a largar isso',1.0
"A geração smartphone, que bebe menos álcool, faz menos sexo e não está preparada para a vida adulta",1.0
EUA aceleram teste de psicodélico contra o estresse pós-traumático,1.0
Pesquisadora conta em livro 120 anos de história de homens trans,1.0
"Os corações artificiais ainda custam caro demais, diz cirurgião britânico",1.0
"No Brasil, corações artificiais ainda são pouco utilizados",1.0
Não tomo leite. Corro risco de osteoporose na menopausa?,1.0
Método experimental prevê demência dois anos antes de sintomas,1.0
"Esquecimentos podem ser importantes para funcionamento do cérebro, diz estudo",1.0
"Contrários à onda fitness, movimentos pregam o fim do 'corpo ideal'",1.0
"Tenho uma bolha na gengiva. O que faço, devo me preocupar?",1.0
Surtos de febre amarela no país têm origem no norte da América do Sul,1.0
ANS vai ter regras para que planos de saúde monitorem obesidade,1.0
"Um dilema no estudo de câncer: testes clínicos demais, pacientes de menos",1.0
"'Perdi 47 kg após bariátrica, mas a luta ainda é diária', diz enfermeira",1.0
Governo é contra liberação irrestrita da maconha para uso medicinal,1.0
Os segredos de 5 dos países com maior expectativa de vida,1.0
"Em premiação de oncologia, cientista pede mais verba para ciência do país",1.0
Genética é só uma das armadilhas no caminho do emagrecimento,1.0
Psiconeuroimunologia: a intrigante técnica de escrever sobre traumas que ajuda a curar o corpo,1.0
Veja dicas para fazer parte dos 10% que mantêm o peso após dieta,1.0
Conheça 36 'fórmulas mágicas' para emagrecer e por que não funcionam,1.0
"Cardiologistas adotam critérios mais rígidos para colesterol ruim, o LDL",1.0
"Sozinho, exercício não emagrece, mas aumenta músculo e limita fome",1.0
'Doei minha pele à minha irmã gêmea com câncer',1.0
Obesidade quase dobra entre os jovens brasileiros em dez anos,1.0
Aulas presenciais e também on-line incentivam exercícios de mães e bebês,1.0
Pesquisa de tumor cerebral ganha prêmio de oncologia,1.0
Pesquisas sobre esclerose múltipla exploram 'rota de células de defesa',1.0
Por que quando uso cotonete fico com vontade de tossir?,1.0
Cientistas dizem estar mais perto da cura do resfriado,1.0
O kit simples feito com camisinha que pode salvar vidas de mulheres após o parto,1.0
A mulher cega que pode 'sentir' o mundo ao seu redor,1.0
O que é a dieta cetogênica e o quão efetiva (e saudável) é para perder peso,1.0
Amamentação exclusiva no Brasil não alcança meta da OMS,1.0
"Em pesquisa, 21% dizem que exame de toque retal não é 'coisa de homem'",1.0
"Mulheres com gengivite crônica têm mais chances de ter câncer, diz estudo",1.0
Associações francesas alertam para riscos de nanomateriais para a saúde,1.0
Doença portuguesa chegou ao Brasil há 500 anos e ainda é desconhecida,1.0
"No SUS falta droga básica para tratar AVC, aponta levantamento do CFM",1.0
Por que o tempo parece passar mais devagar no auge da paixão - ou durante momentos traumáticos?,1.0
"Após perda da mãe para câncer, estudante cria app de ajuda a pacientes",1.0
"Suicídios na mesma família podem ser explicados, em parte, pela genética",1.0
A gengiva sangra quando escovo os dentes. O que isso significa?,1.0
"Beber com frequência (mas pouco) reduz risco de diabetes, indica pesquisa",1.0
Produção de Benzetacil é suspensa temporariamente,1.0
Terapia experimental reverte câncer de próstata avançado,1.0
O tratamento experimental para câncer que devolveu a cor aos cabelos dos pacientes grisalhos,1.0
Pediatras lançam recomendações de exercício físico em crianças e bebês,1.0
Estudo aponta dano cerebral em quase todos jogadores de futebol americano,1.0
Chineses criam injeção antizika e testes têm sucesso em roedores,1.0
Fiocruz desenvolve técnica que enxerga zika dentro de célula humana,1.0
Vacina experimental contra HIV tem resultados 'encorajadores',1.0
Raro caso de remissão de HIV é documentado por cientistas,1.0
Como a invenção do leite em fórmula revolucionou o mercado de trabalho,1.0
Mulheres que tiveram anorexia comentam novo filme da Netflix,1.0
A história que deu origem ao mito da ligação entre vacinas e autismo,1.0
Lesões graves na pele podem interromper tratamento contra câncer,1.0
Anvisa vai criar regras para cultivo de maconha medicinal,1.0
Por que tenho foliculite? Ela causa insuficiência renal?,1.0
OMS faz alerta para aumento de resistência a drogas contra o HIV,1.0
Como britânica que carrega bolsa pós-colostomia recuperou vida sexual e ajudou outras mulheres,1.0
Primeiro menino a receber transplante duplo de mãos supera rejeições e já joga beisebol,1.0
'Achavam que ele não passaria de 6 semanas': o mal raro que ameaça vida de jovem durante o sono,1.0
Pais devem vestir gêmeos com roupas iguais?,1.0
"Curada de câncer, menina youtuber muda vídeos e quer virar médica",1.0
Hotel do Sono em SP quer ensinar como dormir melhor,1.0
As práticas médicas do Egito antigo que são usadas até hoje,1.0
Novo tratamento para diabetes tipo 2 é aprovado pela Anvisa,1.0
Câmera barata 'lê' olhos de pessoas com ELA e facilita a comunicação,1.0
Tenho 26 anos e muitas varizes na perna. Vai piorar? O que faço?,1.0
5 ideias sobre como conversar com seu filho pequeno para 'construir' seu cérebro,1.0
Sangue de tipo raro de brasileiro salva vida de bebê na Colômbia,1.0
Remédio à base maconha custará até R$ 2.800 e deve chegar neste ano,1.0
Quantos passos você dá por dia? Dados globais de celulares mostram que brasileiro anda pouco,1.0
Terapia que altera células para combater câncer avança nos EUA,1.0
"Livro conta história do autismo, dos castigos físicos à neurodiversidade",1.0
Pais de crianças com doença grave no intestino brigam por transplante,1.0
Como se trata torcicolo?,1.0
Jovem faz teste de gravidez por brincadeira e descobre câncer,1.0
"Sexo oral e relações sem camisinha estão disseminando supergonorreia, diz OMS",1.0
Anvisa diz que barrará importação comercial de inibidores de apetite,1.0
Como a pornografia tem levado jovens a buscar plásticas vaginais,1.0
Idade do homem também afeta sucesso de reprodução assistida,1.0
Empresa brasileira lança exame de sangue que fica pronto em minutos,1.0
Como tecnologia desenvolvida na F-1 pode ajudar a salvar vidas de bebês doentes,1.0
Clínicas usam realidade virtual contra medo de injeção,1.0
Paciente com HIV mais longevo do HC-USP espera cura e vida sem remédio,1.0
O que as pessoas comem nas regiões com as expectativas de vida mais altas do mundo?,1.0
Transtorno disfórico pré-menstrual: a 'super TPM' que leva algumas mulheres à internação psiquiátrica,1.0
Minha unha não para de encravar. O que posso fazer?,1.0
Aplicativo lê movimentos de surdos e traduz língua de sinais para português,1.0
Como a falta de sono afeta seu cérebro,1.0
"Emagrecedores liberados ficarão em limbo sem controle, diz diretor da Anvisa",1.0
Cientistas criam vacina contra a gripe em forma de adesivo,1.0
A pergunta de quase cem anos sobre Parkinson que acaba de ser respondida,1.0
É possível sobreviver comendo apenas um tipo de alimento?,1.0
Teste genético ajuda médico a indicar o melhor antidepressivo,1.0
Aplicativos para marcar consultas médicas devem ter novas regras,1.0
'Como aprendi a viver com múltiplas personalidades',1.0
Dermatite seborreica tem cura?,1.0
Governo sanciona projeto que libera inibidores de apetite,1.0
Planalto deve sancionar projeto que libera inibidores de apetite,1.0
Volta de emagrecedores gera briga entre Anvisa e médicos,1.0
Liberar emagrecedores por lei é mais uma afronta à Anvisa,1.0
Cientistas testam vacina contra colesterol e doenças cardíacas,1.0
Câmara aprova liberação da produção e venda de remédios para emagrecer,1.0
Como um banho de água fria no mar pode desencadear crise de amnésia,1.0
Droga tem sucesso contra diferentes tipos de câncer e já está no mercado,1.0
Medicina de família reduz mortes evitáveis na população negra,1.0
"Óleo de coco faz tão mal quanto gordura animal, dizem cientistas",1.0
Tenho muita dor no pescoço. Bico de papagaio tem cura?,1.0
Nova Zelândia tem maior taxa de suicídio de jovens entre países desenvolvidos,1.0
Sites reduzem estresse em pacientes com câncer e controlam sintomas,1.0
Imunoterapia pode fazer organismo atacar a si mesmo,1.0
Doenças relacionadas ao excesso de peso não ameaçam apenas obesos,1.0
Por que cientistas falam em epidemia de miopia e qual a sua origem,1.0
Tatuagens que mudam de cor para controlar o diabetes,1.0
Ministério da Saúde quer proibir refil de refrigerante em fast-food,1.0
As mulheres que enfrentam a menopausa com testosterona,1.0
"Apesar de riscos, testosterona em gel ganha espaço em academias",1.0
Bebês com zika nascem sem microcefalia em SP,1.0
Método brasileiro usa pele de tilápia para tratar queimaduras graves,1.0
O que é o 'jet lag social' e como ele pode afetar sua saúde,1.0
"Barba é questão de moda, gosto ou só um jeito de atrair mais parceiros?",1.0
Inflamação no cerebelo é curável?,1.0
Ministro da Saúde diz ter um atalho para aprovação de drogas na Anvisa,1.0
Jovem autista encontra refúgio no fliperama e vira campeão mundial,1.0
"Tabaco mata mais de 7 milhões de pessoas a cada ano, segundo OMS",1.0
Por que falar sozinho pode ser sinal de sucesso,1.0
"Instagram é a pior rede social para saúde mental de jovens, diz pesquisa",1.0
"Probióticos caseiros, kombucha e kefir são a nova moda nutricional",1.0
Menino italiano morre após otite ser tratada somente com homeopatia,1.0
Não usar azeite para fritar? Veja regras culinárias derrubadas pela ciência,1.0
Tenho anemia e minha ferritina está alta. O que faço?,1.0
Médico holandês é suspeito de ter usado seu sêmen em inseminações,1.0
Evento no Einstein discute gargalos no acesso a medicamentos no país,1.0
Governo adota no SUS pílula que previne HIV em grupos de risco,1.0
Modalidade que une exercício físico a choque elétrico ganha espaço no Brasil,1.0
"Cinco anos após entrar em vigor, testamento vital é pouco utilizado",1.0
Tenho hipersecreção e muita tosse. Devo me preocupar? O que faço?,1.0
Comadre de papel reciclado começa a ser testada em hospitais do país,1.0
Einstein realiza fórum para discutir acesso a medicamentos,1.0
OMS afirma que pode testar vacina experimental contra ebola no Congo,1.0
Anvisa aprova primeiro teste de farmácia do país para detectar HIV,1.0
Aluna de escola pública inventa monitor cardíaco para sonâmbulos,1.0
Menos de 40% dos brasileiros praticam esporte ou atividade física,1.0
Maconha passa a fazer parte da lista de plantas medicinais da Anvisa,1.0
"Tatuagens pintam e cobrem olheiras, mas preocupam dermatologistas",1.0
OMS anuncia detecção de novo surto de ebola no Congo,1.0
"Pouco conhecido, distúrbio causa 'curto-circuito' entre cérebro e boca",1.0
"Doença que matou cantor Belchior, dilatação da aorta é silenciosa e fatal",1.0
Sardas surgiram depois de tomar muito sol. Devo me preocupar?,1.0
Médicos dos EUA mudam instrução para detecção de câncer de próstata,1.0
Estudantes criam protótipo de sutiã que 'detecta sinais de câncer de mama',1.0
Supositório de maconha promete acabar com dor de cólica menstrual,1.0
Falta de penicilina afeta pacientes no mundo,1.0
Países recorrem a empresas banidas para garantir oferta da penicilina,1.0
"No fim da vida, brasileiro prioriza prolongar dias a sentir menos dor",1.0
Estou com tosse há muito tempo e sinto muita dor. O que faço?,1.0
Gêmeos podem dar pistas sobre transmissão do vírus da zika,1.0
Hospitais barram remédio chinês usado para tratar câncer infantil,1.0
Drama do 'armário duplo': a violência 'invisível' entre casais do mesmo sexo,1.0
"'Meu filho morreu em 1994, mas seu coração só parou de bater agora'",1.0
Armadilha ligada a aplicativo mapeia em tempo real infestação de Aedes,1.0
Rússia usa hipnose e água benta para 'curar homossexualidade',1.0
Jimmy Kimmel chora ao falar sobre doença cardíaca do recém-nascido,1.0
Não é possível dissociar o HIV e a Aids dos direitos dos gays,1.0
Quiropraxia pode ser uma opção contra dores nas costas,1.0
Einstein e Spotify fazem parceria para estudar efeito da música sobre a saúde,1.0
As chances de sofrer um acidente aéreo e sobreviver a ele,1.0
Gordura no lugar 'certo' pode livrar obeso de dieta e remédio,1.0
Tirei o esmalte e havia manchas brancas na unha. O que pode ser?,1.0
Exame detecta ressurgimento de câncer com um ano de antecedência,1.0
Corridas de rua adotam medidas para barrar penetras,1.0
Teste de vacina contra malária começará em países africanos,1.0
Por que é tão difícil frear a escalada da obesidade infantil?,1.0
"Marca-passo pode reduzir depressão, aponta estudo brasileiro",1.0
"É preciso discutir quanto custa prolongar a sobrevida, diz Paulo Hoff",1.0
"Uma hora de corrida pode aumentar a vida em sete horas, diz estudo",1.0
"Aos 40, Incor quita dívida e abre pronto-socorro de ponta",1.0
Tenho desvio de septo. Será que preciso operar?,1.0
"Anvisa quer advertência direta em cigarro, como 'Você brocha'",1.0
Projeto do Google acompanhará 10.000 pessoas para predizer doenças,1.0
OMS comemora grandes avanços na luta contra doenças negligenciadas,1.0
Transtornos psicológicos graves atingem cada vez mais americanos,1.0
É melhor fazer exercício físico antes ou depois do café da manhã?,1.0
Muita gente toma suplemento de vitamina D; talvez você não precise,1.0
"Sepse, uma das maiores causas de mortes que talvez você não conheça",1.0
Olheiras podem ser sinal de problema de saúde?,1.0
Crianças que brincam com celulares e tablets dormem menos,1.0
"Nova lei prevê registro de remédio em 1 ano, mas espera é 4 vezes maior",1.0
Projeto dará nota para reportagens da área da saúde,1.0
Prêmio de oncologia do Icesp tem as inscrições abertas,1.0
Empresa dos EUA é autorizada a vender relatório sobre riscos genéticos,1.0
Teste identifica genes culpados por doenças raras da retina,1.0
Cigarro causa 1 em cada 10 mortes no mundo e Brasil é 'história de sucesso',1.0
Por que fazer uma vasectomia aos 29 anos foi a melhor coisa que fiz,1.0
"Febre do momento, óleo de coco não traz benefícios e ainda pode fazer mal",1.0
"Bebês choram mais no Reino Unido, Canadá e Itália, mostra estudo",1.0
Descubra como desencadear os efeitos dos hormônios da felicidade,1.0
"Brasileiros precisam se preocupar com arsênio no arroz, como os britânicos?",1.0
É normal a vacina da hepatite B não funcionar?,1.0
"Por falta de eficácia, pesquisa com 'pílula do câncer' é suspensa",1.0
Sete pequenos erros na dieta que até os mais saudáveis podem cometer,1.0
Saiba os tipos e para que servem os aditivos que vão na sua comida,1.0
"Depressão é a maior causa de incapacitação no mundo, diz OMS",1.0
"'Eu tenho só metade do cérebro, mas ninguém percebe', diz americana",1.0
O homem que tem ossos mais fortes que o granito,1.0
Raro câncer relacionado a implantes de mama matou nove mulheres,1.0
Tetraplégico mexe braço e come sozinho após implante robótico,1.0
Profissionais ensinam como o nenê deve nanar e mudam rotina da família,1.0
Quanto tempo é necessário para uma 'desintoxicação digital'?,1.0
Células-tronco são testadas como terapia contra impotência,1.0
'Retratos de afeto': obra revela intimidade de pessoas com câncer,1.0
Software de reconhecimento facial identifica doença genética rara,1.0
Conheça a cadeia produtiva da carne e o que pode dar errado no caminho,1.0
O que é siringoma? Tenho bolinhas sob o olho. Pode ser isso?,1.0
"Com medo de carne adulterada, consumidores buscam alternativas",1.0
Dois terços das mutações que causam câncer ocorrem por 'falta de sorte',1.0
"Energético com álcool aumenta chance de acidentes, dizem cientistas",1.0
"Indígenas bolivianos têm corações mais saudáveis do mundo, diz estudo",1.0
Psicose pós-parto: 'Achei que tivesse assassinado minha bebê',1.0
"Uso de smartphone pode estar nos emburrecendo, sugerem estudos",1.0
Mulher com câncer no cérebro usa maconha em UTI de hospital de SP,1.0
O 'vilão' da cozinha apontado como causa da epidemia global de obesidade,1.0
Há algum problema se eu não sentir o fio do DIU?,1.0
Menino passa 20 horas por dia sob luz ultravioleta para se manter vivo,1.0
Incidência de câncer colorretal aumenta entre os mais jovens,1.0
EUA pedem investigação das causas da infertilidade antes de tratamento,1.0
Justiça obriga planos a pagarem por tratamento de reprodução assistida,1.0
Pesquisa recria neurônios e encontra gene ligado à anorexia,1.0
Depressão entre jovens cresce; desafio é distinguir a doença de atos típicos da adolescência,1.0
Parceria antissuicídio entre governo federal e CVV zera custo de ligações,1.0
Coletores menstruais deverão seguir regras da Anvisa,1.0
'Mulher mais pesada do mundo' perde 100 kg após cirurgia na Índia,1.0
Aplicativo ajuda a diagnosticar depressão em idosos de SP,1.0
Anvisa aprova proibição a termômetro e aparelho de pressão com mercúrio,1.0
As duas leis que ajudam o Japão a ser um dos países mais 'magros' do mundo,1.0
"Perdi 12 kg fazendo jejum, mas a ciência ainda não sabe se é algo seguro",1.0
"Poluição está associada à morte de 1,7 milhão de crianças todos os anos",1.0
"Brasil poderia tirar lições de outros sistemas de saúde, diz pesquisador",1.0
Como saber se alguém é acumulador compulsivo?,1.0
Síndrome de Williams torna as crianças extremamente extrovertidas,1.0
OMS divulga lista de superbactérias que são ameaças à humanidade,1.0
Estado dos EUA distribui caixas-berço de papelão para evitar mortes de bebês,1.0
Saiba como evitar seis DSTs que estão em alta entre jovens brasileiros,1.0
"Gosto por chocolate vem de estimulantes, açúcar e gordura",1.0
"Mulheres heterossexuais têm menos orgasmos, aponta estudo",1.0
Hospitais premiam médicos que indicam mais exames,1.0
Por que comer gordura é mais prejudicial para os homens?,1.0
Herpes zóster tem vacina? Quando posso tomar?,1.0
Páginas do Facebook usam fotos de crianças doentes por cliques e dinheiro,1.0
Entidade em tributo a Amy Winehouse ajuda dependentes químicas,1.0
"Dez porções diárias de frutas, verduras e legumes ajudam a viver mais",1.0
Testosterona melhora ossos mas aumenta riscos cardíacos em idosos,1.0
Como identificar sintomas da doença que causa cegueira repentina,1.0
Expectativa de vida de mulheres nascidas em 2030 deve passar dos 90,1.0
Anvisa proíbe uso de implante contraceptivo definitivo,1.0
Anvisa suspende propaganda de suplemento com fosfoetanolamina,1.0
Polêmica com Rita Lobo traz à tona debate sobre radicalismo alimentar,1.0
"Mundo precisa se preparar para uma pandemia, afirma Bill Gates",1.0
De Olívia para Oliver: a história de uma criança transgênero,1.0
Unicamp firma parceria para pesquisa com maconha,1.0
Tenho um mioma. Preciso operar?,1.0
Projeto reduz casos de dengue em 86% em cidade australiana,1.0
"'Pílula do câncer' vira suplemento, e Anvisa investigará se há infração",1.0
"Deficit de atenção pode estar ligado a tamanho do cérebro, diz estudo",1.0
Exames podem detectar autismo em crianças antes de sintoma aparecer,1.0
"Suplemento de vitamina D pode evitar gripes e resfriados, diz estudo",1.0
Jogadores de futebol são mais propensos a sofrer danos cerebrais,1.0
O segredo da Islândia para que seus jovens deixassem de beber e fumar,1.0
Indonésia confisca preservativos e proíbe Dia dos Namorados a alunos,1.0
Estudo mostra vulnerabilidades da placenta ao zika durante gestação,1.0
"Na epidemia de ebola, 3% dos doentes provocaram 61% dos contágios",1.0
Cientistas descobrem em verme gene contra a obesidade,1.0
"Personal trainer virtual, a nova moda em Paris",1.0
Aplicativos ajudam pais de primeira viagem a ver evolução e vigiar filhos,1.0
Foto de casal morto por câncer gera meio milhão de reais em doações,1.0
Barata viva é retirada da cabeça de uma mulher indiana,1.0
Cremesp inicia sindicâncias do caso Marisa e pode até cassar médicos,1.0
Testes genéticos são negligenciados em mulheres com risco de câncer,1.0
Óculos de lentes líquidas se adaptam a quase qualquer problema de visão,1.0
Hospitais e conselhos médicos querem reforçar regras sobre redes sociais,1.0
Droga para artrite reumatoide passará a ser distribuída no SUS,1.0
O homem salvo por um peito de titânio,1.0
Sete coisas que talvez você não saiba sobre as estrias,1.0
"Campeões em insônia, idosos precisam de atividades para dormir melhor",1.0
Descoberta nova forma de detecção precoce de câncer no pâncreas,1.0
Israel aprova exportação de maconha medicinal,1.0
É possível perder 2 centímetros de gordura abdominal em 4 semanas?,1.0
